Pattern,Matches,MatchesText,Use,Clue,Pair,Quality,Difficulty
bond_r,"['bonder', 'bondar']",bonder bondar,,,,,
coni_e,"['conine', 'conite']",conine conite,,,,,
_enger,"['lenger', 'venger']",lenger venger,,,,,
u_coil,"['uncoil', 'upcoil']",uncoil upcoil,,,,,
unco_l,"['uncoil', 'uncowl']",uncoil uncowl,,,,,
uncoi_,"['uncoil', 'uncoif']",uncoil uncoif,,,,,
_carus,"['acarus', 'scarus']",acarus scarus,,,,,
porke_,"['porker', 'porket']",porker porket,,,,,
be_ove,"['behove', 'belove']",behove belove,,,,,
_rchil,"['archil', 'orchil']",archil orchil,,,,,
squam_,"['squama', 'squame']",squama squame,,,,,
orm_zd,"['ormuzd', 'ormazd']",ormuzd ormazd,,,,,
ba_con,"['balcon', 'barcon']",balcon barcon,,,,,
begir_,"['begirt', 'begird']",begirt begird,,,,,
co_fit,"['confit', 'comfit']",confit comfit,,,,,
confi_,"['confit', 'confix']",confit confix,,,,,
ba_ian,"['banian', 'badian', 'bavian', 'babian']",banian badian bavian babian,,,,,
bas_on,"['baston', 'basion']",baston basion,,,,,
tin_an,"['tinman', 'tinean']",tinman tinean,,,,,
st_lar,"['stylar', 'stilar']",stylar stilar,,,,,
_agman,"['bagman', 'ragman']",bagman ragman,,,,,
_eever,"['weever', 'keever']",weever keever,,,,,
gaite_,"['gaited', 'gaiter']",gaited gaiter,,,,,
re_eye,"['redeye', 'reneye']",redeye reneye,,,,,
b_dian,"['badian', 'bodian']",badian bodian,,,,,
fus_in,"['fusain', 'fuscin']",fusain fuscin,,,,,
ho_den,"['hoyden', 'hoiden']",hoyden hoiden,,,,,
ankle_,"['anklet', 'ankled']",anklet ankled,,,,,
h_mate,"['hamate', 'humate']",hamate humate,,,,,
ham_te,"['hamate', 'hamite']",hamate hamite,,,,,
n_ddle,"['noddle', 'nuddle']",noddle nuddle,,,,,
al_ern,"['altern', 'aldern']",altern aldern,,,,,
smi_er,"['smiler', 'smiter']",smiler smiter,,,,,
smile_,"['smiler', 'smilet']",smiler smilet,,,,,
_ousel,"['housel', 'tousel', 'nousel']",housel tousel nousel,,,,,
la_ner,"['lanner', 'layner']",lanner layner,,,,,
fl_dge,"['fledge', 'flidge']",fledge flidge,,,,,
_leche,"['fleche', 'cleche']",fleche cleche,,,,,
brai_e,"['braise', 'braize']",braise braize,,,,,
toupe_,"['toupee', 'toupet']",toupee toupet,,,,,
m_rkin,"['merkin', 'morkin']",merkin morkin,,,,,
s_arth,"['swarth', 'sparth']",swarth sparth,,,,,
swart_,"['swarth', 'swarty']",swarth swarty,,,,,
p_oped,"['pooped', 'proped']",pooped proped,,,,,
h_lloa,"['halloa', 'holloa']",halloa holloa,,,,,
el_ish,"['elvish', 'elfish']",elvish elfish,,,,,
cre_el,"['crewel', 'crenel']",crewel crenel,,,,,
crewe_,"['crewel', 'crewet']",crewel crewet,,,,,
isati_,"['isatin', 'isatis', 'isatic']",isatin isatis isatic,,,,,
gur_et,"['gurnet', 'gurlet']",gurnet gurlet,,,,,
galag_,"['galago', 'galage']",galago galage,,,,,
remor_,"['remora', 'remord']",remora remord,,,,,
_aglet,"['eaglet', 'taglet']",eaglet taglet,,,,,
ea_let,"['eaglet', 'earlet']",eaglet earlet,,,,,
gui_er,"['guider', 'guiser']",guider guiser,,,,,
_nseal,"['unseal', 'enseal']",unseal enseal,,,,,
unse_l,"['unseal', 'unseel']",unseal unseel,,,,,
cyani_,"['cyanic', 'cyanin']",cyanic cyanin,,,,,
to_tle,"['tootle', 'tottle']",tootle tottle,,,,,
m_mmer,"['mummer', 'mammer']",mummer mammer,,,,,
mum_er,"['mummer', 'mumper']",mummer mumper,,,,,
_imnel,"['simnel', 'kimnel']",simnel kimnel,,,,,
ma_gre,"['maugre', 'malgre', 'maigre']",maugre malgre maigre,,,,,
bel_ve,"['belive', 'belove']",belive belove,,,,,
s_ithe,"['saithe', 'swithe', 'snithe']",saithe swithe snithe,,,,,
r_oter,"['rioter', 'rooter']",rioter rooter,,,,,
ri_ter,"['rioter', 'rifter']",rioter rifter,,,,,
tea_el,"['teasel', 'teazel']",teasel teazel,,,,,
illu_e,"['illume', 'illude', 'illure']",illume illude illure,,,,,
tuske_,"['tusker', 'tusked']",tusker tusked,,,,,
_erule,"['ferule', 'cerule', 'perule']",ferule cerule perule,,,,,
ferul_,"['ferule', 'ferula']",ferule ferula,,,,,
garr_n,"['garran', 'garron']",garran garron,,,,,
remo_d,"['remold', 'remord']",remold remord,,,,,
p_rrie,"['pirrie', 'perrie']",pirrie perrie,,,,,
syrti_,"['syrtis', 'syrtic']",syrtis syrtic,,,,,
t_xine,"['toxine', 'taxine']",toxine taxine,,,,,
to_ine,"['toxine', 'tobine']",toxine tobine,,,,,
lo_gan,"['longan', 'loggan']",longan loggan,,,,,
hon_ed,"['honied', 'honved']",honied honved,,,,,
leuci_,"['leucin', 'leucic']",leucin leucic,,,,,
bi_gen,"['biogen', 'biggen']",biogen biggen,,,,,
_alade,"['salade', 'calade']",salade calade,,,,,
_ookey,"['hookey', 'cookey']",hookey cookey,,,,,
ga_oid,"['ganoid', 'gadoid']",ganoid gadoid,,,,,
ham_le,"['hamble', 'hamule']",hamble hamule,,,,,
incu_e,"['incuse', 'incube', 'incute']",incuse incube incute,,,,,
incus_,"['incuse', 'incuss']",incuse incuss,,,,,
_ilden,"['gilden', 'milden']",gilden milden,,,,,
j_tter,"['jetter', 'jotter']",jetter jotter,,,,,
jette_,"['jetter', 'jettee']",jetter jettee,,,,,
b_land,"['byland', 'biland']",byland biland,,,,,
dand_e,"['dandie', 'dandle']",dandie dandle,,,,,
bra_er,"['brayer', 'bracer']",brayer bracer,,,,,
pa_nim,"['paynim', 'painim']",paynim painim,,,,,
strow_,"['strown', 'strowl']",strown strowl,,,,,
p_tage,"['potage', 'putage']",potage putage,,,,,
pota_e,"['potage', 'potale']",potage potale,,,,,
_enite,"['venite', 'yenite', 'jenite']",venite yenite jenite,,,,,
ho_dah,"['howdah', 'houdah']",howdah houdah,,,,,
arios_,"['arioso', 'ariose']",arioso ariose,,,,,
sar_in,"['sarkin', 'sarcin']",sarkin sarcin,,,,,
_amish,"['famish', 'lamish']",famish lamish,,,,,
s_gger,"['sagger', 'sigger']",sagger sigger,,,,,
_narch,"['inarch', 'anarch', 'enarch']",inarch anarch enarch,,,,,
_errel,"['terrel', 'verrel']",terrel verrel,,,,,
t_rrel,"['terrel', 'turrel']",terrel turrel,,,,,
ter_el,"['terrel', 'tercel']",terrel tercel,,,,,
terre_,"['terrel', 'terret']",terrel terret,,,,,
lyris_,"['lyrist', 'lyrism']",lyrist lyrism,,,,,
poly_e,"['polype', 'polyve']",polype polyve,,,,,
_abion,"['gabion', 'babion']",gabion babion,,,,,
non_ne,"['nonane', 'nonone']",nonane nonone,,,,,
_abler,"['tabler', 'fabler']",tabler fabler,,,,,
unla_e,"['unlade', 'unlace']",unlade unlace,,,,,
tea_he,"['teache', 'teathe']",teache teathe,,,,,
meete_,"['meeter', 'meeten']",meeter meeten,,,,,
_nmesh,"['enmesh', 'inmesh']",enmesh inmesh,,,,,
ob_lus,"['obolus', 'obelus']",obolus obelus,,,,,
per_ix,"['perdix', 'perfix', 'permix']",perdix perfix permix,,,,,
perdi_,"['perdix', 'perdie']",perdix perdie,,,,,
ho_pen,"['holpen', 'hogpen']",holpen hogpen,,,,,
c_evet,"['chevet', 'crevet']",chevet crevet,,,,,
che_et,"['chevet', 'chewet']",chevet chewet,,,,,
cheve_,"['chevet', 'cheven']",chevet cheven,,,,,
_olily,"['holily', 'folily']",holily folily,,,,,
glair_,"['glairy', 'glaire']",glairy glaire,,,,,
s_obby,"['snobby', 'scobby']",snobby scobby,,,,,
pou_er,"['pouter', 'pourer']",pouter pourer,,,,,
_arcon,"['garcon', 'barcon']",garcon barcon,,,,,
gar_on,"['garcon', 'garron', 'gardon']",garcon garron gardon,,,,,
s_oven,"['sloven', 'shoven']",sloven shoven,,,,,
_aique,"['caique', 'kaique']",caique kaique,,,,,
tr_gon,"['trigon', 'trogon', 'trygon']",trigon trogon trygon,,,,,
trig_n,"['trigon', 'trigyn']",trigon trigyn,,,,,
misse_,"['missel', 'misset']",missel misset,,,,,
r_ndel,"['rondel', 'rundel']",rondel rundel,,,,,
_ymnic,"['hymnic', 'gymnic']",hymnic gymnic,,,,,
in_old,"['infold', 'inhold']",infold inhold,,,,,
sp_ent,"['sprent', 'splent']",sprent splent,,,,,
b_rgee,"['burgee', 'bargee']",burgee bargee,,,,,
w_mble,"['wimble', 'wamble']",wimble wamble,,,,,
wi_ble,"['wimble', 'wirble']",wimble wirble,,,,,
p_lter,"['palter', 'pelter']",palter pelter,,,,,
s_moom,"['simoom', 'sumoom']",simoom sumoom,,,,,
simoo_,"['simoom', 'simoon']",simoom simoon,,,,,
_erula,"['ferula', 'perula']",ferula perula,,,,,
fe_ula,"['ferula', 'fecula']",ferula fecula,,,,,
upris_,"['uprise', 'uprist']",uprise uprist,,,,,
_umple,"['rumple', 'dumple']",rumple dumple,,,,,
r_mple,"['rumple', 'rimple']",rumple rimple,,,,,
rumpl_,"['rumple', 'rumply']",rumple rumply,,,,,
_owser,"['dowser', 'towser']",dowser towser,,,,,
do_ser,"['dowser', 'dosser', 'dorser']",dowser dosser dorser,,,,,
dowse_,"['dowser', 'dowset']",dowser dowset,,,,,
_nhang,"['anhang', 'unhang']",anhang unhang,,,,,
_ffuse,"['effuse', 'affuse']",effuse affuse,,,,,
effu_e,"['effuse', 'effume']",effuse effume,,,,,
mis_in,"['miskin', 'mislin']",miskin mislin,,,,,
misk_n,"['miskin', 'misken']",miskin misken,,,,,
b_gwig,"['bigwig', 'bagwig']",bigwig bagwig,,,,,
_ongee,"['pongee', 'congee']",pongee congee,,,,,
pon_ee,"['pongee', 'pontee']",pongee pontee,,,,,
n_cker,"['nicker', 'nacker']",nicker nacker,,,,,
shee_y,"['sheeny', 'sheely', 'sheepy']",sheeny sheely sheepy,,,,,
sc_tal,"['scutal', 'scotal']",scutal scotal,,,,,
sorde_,"['sordes', 'sordet']",sordes sordet,,,,,
un_olt,"['unbolt', 'uncolt']",unbolt uncolt,,,,,
unb_lt,"['unbolt', 'unbelt']",unbolt unbelt,,,,,
unbo_t,"['unbolt', 'unboot']",unbolt unboot,,,,,
_iacid,"['diacid', 'biacid']",diacid biacid,,,,,
_vular,"['uvular', 'ovular']",uvular ovular,,,,,
bis_er,"['bister', 'bismer']",bister bismer,,,,,
glai_e,"['glaive', 'glaire']",glaive glaire,,,,,
gitan_,"['gitano', 'gitana']",gitano gitana,,,,,
punki_,"['punkin', 'punkie']",punkin punkie,,,,,
hum_te,"['humate', 'humite']",humate humite,,,,,
ke_ver,"['keever', 'kerver']",keever kerver,,,,,
_erboa,"['jerboa', 'gerboa']",jerboa gerboa,,,,,
tr_pan,"['trepan', 'trapan']",trepan trapan,,,,,
_igged,"['wigged', 'nigged']",wigged nigged,,,,,
_lumpy,"['clumpy', 'plumpy', 'slumpy', 'glumpy']",clumpy plumpy slumpy glumpy,,,,,
c_umpy,"['clumpy', 'crumpy']",clumpy crumpy,,,,,
tetr_l,"['tetryl', 'tetrol']",tetryl tetrol,,,,,
mo_lah,"['mollah', 'moplah', 'moolah']",mollah moplah moolah,,,,,
ca_let,"['camlet', 'callet', 'cablet']",camlet callet cablet,,,,,
_ellon,"['bellon', 'vellon', 'fellon']",bellon vellon fellon,,,,,
pomel_,"['pomelo', 'pomely']",pomelo pomely,,,,,
rum_er,"['rummer', 'rumper']",rummer rumper,,,,,
es_oin,"['essoin', 'esloin']",essoin esloin,,,,,
bewra_,"['bewray', 'bewrap']",bewray bewrap,,,,,
tacke_,"['tacker', 'tacket', 'tackey']",tacker tacket tackey,,,,,
garro_,"['garron', 'garrot']",garron garrot,,,,,
da_oit,"['dacoit', 'dakoit']",dacoit dakoit,,,,,
_acule,"['macule', 'bacule']",macule bacule,,,,,
mac_le,"['macule', 'mackle']",macule mackle,,,,,
_urrel,"['burrel', 'turrel']",burrel turrel,,,,,
bur_el,"['burrel', 'burhel']",burrel burhel,,,,,
dev_st,"['devest', 'devast']",devest devast,,,,,
sa_let,"['sallet', 'samlet']",sallet samlet,,,,,
cr_mpy,"['crampy', 'crimpy', 'crumpy']",crampy crimpy crumpy,,,,,
_opeck,"['kopeck', 'copeck']",kopeck copeck,,,,,
verdi_,"['verdin', 'verdit']",verdin verdit,,,,,
co_age,"['corage', 'cowage']",corage cowage,,,,,
be_eem,"['beseem', 'beteem']",beseem beteem,,,,,
besee_,"['beseem', 'beseen', 'beseek']",beseem beseen beseek,,,,,
s_lvas,"['silvas', 'selvas']",silvas selvas,,,,,
reso_n,"['resoun', 'resown']",resoun resown,,,,,
heppe_,"['hepper', 'heppen']",hepper heppen,,,,,
_eechy,"['beechy', 'reechy']",beechy reechy,,,,,
_nfile,"['infile', 'unfile']",infile unfile,,,,,
in_ile,"['infile', 'invile']",infile invile,,,,,
infil_,"['infile', 'infilm']",infile infilm,,,,,
_etchy,"['tetchy', 'vetchy', 'letchy']",tetchy vetchy letchy,,,,,
styr_l,"['styryl', 'styrol']",styryl styrol,,,,,
sca_us,"['scarus', 'scapus']",scarus scapus,,,,,
bo_dar,"['bondar', 'bordar']",bondar bordar,,,,,
s_eary,"['smeary', 'speary']",smeary speary,,,,,
_ilice,"['milice', 'cilice']",milice cilice,,,,,
f_rial,"['ferial', 'furial']",ferial furial,,,,,
fe_ial,"['ferial', 'fecial']",ferial fecial,,,,,
_alser,"['falser', 'halser']",falser halser,,,,,
capri_,"['capric', 'caprid']",capric caprid,,,,,
_mbank,"['embank', 'imbank']",embank imbank,,,,,
sab_an,"['sabean', 'sabian']",sabean sabian,,,,,
_roche,"['broche', 'troche', 'croche']",broche troche croche,,,,,
_ntomb,"['entomb', 'intomb', 'untomb']",entomb intomb untomb,,,,,
en_omb,"['entomb', 'enwomb']",entomb enwomb,,,,,
pe_rie,"['perrie', 'peerie']",perrie peerie,,,,,
per_ie,"['perrie', 'perdie']",perrie perdie,,,,,
senn_t,"['sennet', 'sennit']",sennet sennit,,,,,
_ankly,"['rankly', 'lankly']",rankly lankly,,,,,
brig_e,"['brigge', 'brigue']",brigge brigue,,,,,
ratte_,"['ratten', 'ratter']",ratten ratter,,,,,
_heely,"['sheely', 'wheely']",sheely wheely,,,,,
phola_,"['pholas', 'pholad']",pholas pholad,,,,,
spa_er,"['spader', 'sparer']",spader sparer,,,,,
u_hand,"['unhand', 'uphand']",unhand uphand,,,,,
un_and,"['unhand', 'unland']",unhand unland,,,,,
unhan_,"['unhand', 'unhang']",unhand unhang,,,,,
up_ush,"['uprush', 'upgush']",uprush upgush,,,,,
_amite,"['samite', 'hamite', 'zamite']",samite hamite zamite,,,,,
sa_ite,"['samite', 'salite']",samite salite,,,,,
_ncyst,"['encyst', 'incyst']",encyst incyst,,,,,
prog_e,"['progne', 'progue']",progne progue,,,,,
_ourde,"['gourde', 'sourde']",gourde sourde,,,,,
gourd_,"['gourde', 'gourdy']",gourde gourdy,,,,,
_nlace,"['unlace', 'enlace', 'inlace']",unlace enlace inlace,,,,,
un_ace,"['unlace', 'unface']",unlace unface,,,,,
p_ntil,"['pontil', 'puntil']",pontil puntil,,,,,
po_til,"['pontil', 'postil']",pontil postil,,,,,
wa_per,"['warper', 'wapper']",warper wapper,,,,,
zym_se,"['zymase', 'zymose']",zymase zymose,,,,,
zonu_e,"['zonule', 'zonure']",zonule zonure,,,,,
sho_en,"['shoven', 'shopen']",shoven shopen,,,,,
debar_,"['debark', 'debarb']",debark debarb,,,,,
to_ear,"['toyear', 'totear']",toyear totear,,,,,
moone_,"['mooned', 'mooner', 'moonet']",mooned mooner moonet,,,,,
re_ver,"['reaver', 'reiver']",reaver reiver,,,,,
gr_per,"['groper', 'griper']",groper griper,,,,,
b_name,"['byname', 'bename']",byname bename,,,,,
ter_et,"['tercet', 'terret']",tercet terret,,,,,
terce_,"['tercet', 'tercel']",tercet tercel,,,,,
_lummy,"['plummy', 'glummy']",plummy glummy,,,,,
plum_y,"['plummy', 'plumpy']",plummy plumpy,,,,,
smo_ch,"['smooch', 'smouch']",smooch smouch,,,,,
_awing,"['jawing', 'lawing']",jawing lawing,,,,,
do_ish,"['dovish', 'dotish']",dovish dotish,,,,,
_leety,"['sleety', 'gleety']",sleety gleety,,,,,
nerit_,"['nerita', 'nerite']",nerita nerite,,,,,
stra_y,"['strawy', 'strany']",strawy strany,,,,,
_osser,"['tosser', 'dosser']",tosser dosser,,,,,
to_ser,"['tosser', 'towser', 'touser']",tosser towser touser,,,,,
tosse_,"['tosser', 'tossel']",tosser tossel,,,,,
s_iddy,"['smiddy', 'stiddy']",smiddy stiddy,,,,,
_onite,"['tonite', 'conite', 'konite']",tonite conite konite,,,,,
t_nite,"['tonite', 'tanite']",tonite tanite,,,,,
to_ite,"['tonite', 'touite']",tonite touite,,,,,
palol_,"['palolo', 'palola']",palolo palola,,,,,
_nseam,"['inseam', 'unseam', 'enseam']",inseam unseam enseam,,,,,
troch_,"['troche', 'trocha']",troche trocha,,,,,
ba_ion,"['basion', 'babion']",basion babion,,,,,
_hieve,"['thieve', 'chieve']",thieve chieve,,,,,
whi_er,"['whiner', 'whider']",whiner whider,,,,,
pignu_,"['pignut', 'pignus']",pignut pignus,,,,,
b_oomy,"['bloomy', 'broomy']",bloomy broomy,,,,,
blo_my,"['bloomy', 'blosmy']",bloomy blosmy,,,,,
_emuse,"['bemuse', 'hemuse']",bemuse hemuse,,,,,
tolui_,"['toluic', 'toluid']",toluic toluid,,,,,
stroo_,"['strook', 'stroot']",strook stroot,,,,,
_eplum,"['peplum', 'replum']",peplum replum,,,,,
peplu_,"['peplum', 'peplus']",peplum peplus,,,,,
b_rken,"['birken', 'barken']",birken barken,,,,,
_nlink,"['unlink', 'enlink']",unlink enlink,,,,,
unlin_,"['unlink', 'unline']",unlink unline,,,,,
_arkee,"['markee', 'parkee']",markee parkee,,,,,
un_ork,"['uncork', 'unwork']",uncork unwork,,,,,
unco_k,"['uncork', 'uncock']",uncork uncock,,,,,
uncor_,"['uncork', 'uncord']",uncork uncord,,,,,
res_at,"['reseat', 'rescat']",reseat rescat,,,,,
tuss_h,"['tussah', 'tusseh']",tussah tusseh,,,,,
tussa_,"['tussah', 'tussal']",tussah tussal,,,,,
bor_el,"['borrel', 'bordel']",borrel bordel,,,,,
_oggan,"['loggan', 'moggan']",loggan moggan,,,,,
log_an,"['loggan', 'logman']",loggan logman,,,,,
logga_,"['loggan', 'loggat']",loggan loggat,,,,,
_ousle,"['tousle', 'nousle', 'mousle']",tousle nousle mousle,,,,,
l_rate,"['lyrate', 'lorate']",lyrate lorate,,,,,
pa_ier,"['panier', 'pavier']",panier pavier,,,,,
u_curl,"['uncurl', 'upcurl']",uncurl upcurl,,,,,
an_lic,"['anglic', 'anilic']",anglic anilic,,,,,
r_mist,"['ramist', 'romist']",ramist romist,,,,,
ca_ape,"['canape', 'capape']",canape capape,,,,,
h_dage,"['hidage', 'hydage']",hidage hydage,,,,,
lampa_,"['lampas', 'lampad']",lampas lampad,,,,,
exse_t,"['exsert', 'exsect']",exsert exsect,,,,,
bu_led,"['bulled', 'bugled']",bulled bugled,,,,,
bul_ed,"['bulled', 'bulbed']",bulled bulbed,,,,,
_asify,"['gasify', 'basify']",gasify basify,,,,,
flo_en,"['floren', 'flowen']",floren flowen,,,,,
no_ade,"['nomade', 'noyade']",nomade noyade,,,,,
out_ie,"['outvie', 'outlie']",outvie outlie,,,,,
_arnic,"['carnic', 'darnic']",carnic darnic,,,,,
c_rnic,"['carnic', 'cornic']",carnic cornic,,,,,
carni_,"['carnic', 'carnin']",carnic carnin,,,,,
debte_,"['debted', 'debtee']",debted debtee,,,,,
_weigh,"['aweigh', 'sweigh']",aweigh sweigh,,,,,
shin_y,"['shindy', 'shinty']",shindy shinty,,,,,
cabi_i,"['cabiri', 'cabiai']",cabiri cabiai,,,,,
la_une,"['lagune', 'lacune']",lagune lacune,,,,,
mar_is,"['markis', 'mareis']",markis mareis,,,,,
jet_on,"['jetton', 'jetson']",jetton jetson,,,,,
_ranic,"['uranic', 'iranic']",uranic iranic,,,,,
sco_se,"['scouse', 'scorse']",scouse scorse,,,,,
camo_s,"['camoys', 'camous']",camoys camous,,,,,
_erite,"['kerite', 'cerite', 'nerite', 'perite']",kerite cerite nerite perite,,,,,
po_gun,"['popgun', 'potgun']",popgun potgun,,,,,
bat_on,"['batton', 'batoon']",batton batoon,,,,,
haemi_,"['haemin', 'haemic']",haemin haemic,,,,,
azo_ic,"['azotic', 'azonic']",azotic azonic,,,,,
ca_ene,"['carene', 'cadene']",carene cadene,,,,,
s_then,"['sithen', 'sethen']",sithen sethen,,,,,
sithe_,"['sithen', 'sithed']",sithen sithed,,,,,
fr_ise,"['fraise', 'froise']",fraise froise,,,,,
_hewer,"['chewer', 'shewer', 'whewer']",chewer shewer whewer,,,,,
chewe_,"['chewer', 'chewet']",chewer chewet,,,,,
_anate,"['lanate', 'tanate']",lanate tanate,,,,,
val_ar,"['valvar', 'vallar']",valvar vallar,,,,,
valva_,"['valvar', 'valval']",valvar valval,,,,,
eliso_,"['elison', 'elisor']",elison elisor,,,,,
gre_ve,"['greave', 'greeve']",greave greeve,,,,,
_ardel,"['fardel', 'sardel']",fardel sardel,,,,,
ro_ily,"['rosily', 'ropily']",rosily ropily,,,,,
rosi_y,"['rosily', 'rosiny']",rosily rosiny,,,,,
t_wery,"['towery', 'tawery']",towery tawery,,,,,
sme_th,"['smeeth', 'smeath']",smeeth smeath,,,,,
m_chel,"['mochel', 'muchel']",mochel muchel,,,,,
_aslet,"['haslet', 'taslet']",haslet taslet,,,,,
fro_zy,"['frowzy', 'frouzy']",frowzy frouzy,,,,,
frow_y,"['frowzy', 'frowny', 'frowey']",frowzy frowny frowey,,,,,
imp_ne,"['impune', 'impone']",impune impone,,,,,
_efoul,"['befoul', 'defoul']",befoul defoul,,,,,
befo_l,"['befoul', 'befool']",befoul befool,,,,,
l_rker,"['lurker', 'larker']",lurker larker,,,,,
l_pper,"['lapper', 'lopper']",lapper lopper,,,,,
_elada,"['gelada', 'melada']",gelada melada,,,,,
_rowny,"['browny', 'frowny']",browny frowny,,,,,
_eduit,"['reduit', 'deduit']",reduit deduit,,,,,
dar_le,"['dartle', 'darkle']",dartle darkle,,,,,
s_erre,"['sterre', 'sperre']",sterre sperre,,,,,
ster_e,"['sterre', 'sterte', 'sterve']",sterre sterte sterve,,,,,
l_mper,"['lumper', 'limper']",lumper limper,,,,,
exta_y,"['extasy', 'extacy']",extasy extacy,,,,,
_odman,"['dodman', 'hodman']",dodman hodman,,,,,
term_r,"['termor', 'termer']",termor termer,,,,,
_eated,"['meated', 'teated']",meated teated,,,,,
_ogget,"['hogget', 'dogget']",hogget dogget,,,,,
_ervis,"['dervis', 'pervis']",dervis pervis,,,,,
y_upon,"['yaupon', 'youpon']",yaupon youpon,,,,,
_lunch,"['clunch', 'glunch']",clunch glunch,,,,,
_anite,"['danite', 'tanite']",danite tanite,,,,,
du_der,"['dunder', 'dudder']",dunder dudder,,,,,
tenac_,"['tenace', 'tenacy']",tenace tenacy,,,,,
_ulker,"['bulker', 'sulker']",bulker sulker,,,,,
b_lker,"['bulker', 'balker']",bulker balker,,,,,
fungi_,"['fungia', 'fungic', 'fungin']",fungia fungic fungin,,,,,
pedat_,"['pedata', 'pedate']",pedata pedate,,,,,
unkno_,"['unknow', 'unknot']",unknow unknot,,,,,
_owish,"['lowish', 'cowish']",lowish cowish,,,,,
te_mer,"['termer', 'teemer']",termer teemer,,,,,
la_ker,"['lacker', 'larker']",lacker larker,,,,,
s_irky,"['shirky', 'smirky']",shirky smirky,,,,,
n_dder,"['nodder', 'nadder', 'nedder']",nodder nadder nedder,,,,,
_eewit,"['peewit', 'teewit']",peewit teewit,,,,,
as_art,"['assart', 'astart']",assart astart,,,,,
mu_age,"['murage', 'mutage']",murage mutage,,,,,
_retic,"['cretic', 'uretic']",cretic uretic,,,,,
j_unce,"['jounce', 'jaunce']",jounce jaunce,,,,,
mam_er,"['mammer', 'mamzer']",mammer mamzer,,,,,
mamme_,"['mammer', 'mammee', 'mammet']",mammer mammee mammet,,,,,
co_ure,"['colure', 'conure']",colure conure,,,,,
mat_co,"['matico', 'mataco']",matico mataco,,,,,
labr_s,"['labrus', 'labras']",labrus labras,,,,,
s_utch,"['scutch', 'smutch', 'slutch']",scutch smutch slutch,,,,,
c_rvet,"['curvet', 'corvet']",curvet corvet,,,,,
cur_et,"['curvet', 'curiet']",curvet curiet,,,,,
_ollop,"['collop', 'lollop']",collop lollop,,,,,
collo_,"['collop', 'collow']",collop collow,,,,,
li_per,"['limper', 'lisper']",limper lisper,,,,,
_istic,"['fistic', 'mistic', 'pistic', 'cistic']",fistic mistic pistic cistic,,,,,
pl_shy,"['plashy', 'plushy']",plashy plushy,,,,,
sippe_,"['sipper', 'sippet']",sipper sippet,,,,,
_mpery,"['empery', 'impery']",empery impery,,,,,
d_bber,"['dubber', 'dibber', 'dabber', 'dobber']",dubber dibber dabber dobber,,,,,
ger_nt,"['gerent', 'gerant']",gerent gerant,,,,,
fanto_,"['fantom', 'fantod']",fantom fantod,,,,,
_harry,"['charry', 'gharry']",charry gharry,,,,,
charr_,"['charry', 'charre']",charry charre,,,,,
a_tone,"['astone', 'attone']",astone attone,,,,,
aston_,"['astone', 'astony']",astone astony,,,,,
conte_,"['contex', 'contek']",contex contek,,,,,
wabbl_,"['wabble', 'wabbly']",wabble wabbly,,,,,
pr_ser,"['proser', 'priser']",proser priser,,,,,
coign_,"['coigny', 'coigne']",coigny coigne,,,,,
